business,content
1,"China ranks second in the number of internet talents after India among the BRICS countries, according to a report released at the 4th World Internet Conference on Monday. The 2017 Internet Talent Development Report, complied by the National Academy of Innovation Strategy in Beijing, shows that the number of internet talents in China accounts for 27 percent among the five countries, while India takes up 52.2 percent, almost as twice large as China. The number of internet talents is distributed unevenly worldwide, said Ni Guangnan, a researcher at the Institute of Computing Technology at the Chinese Academy of Sciences. ""Chinese IT talents are highly competitive in innovation ability, diligence and other aspects, but enterprises at present are facing the pressure of a lack of talents,"" he said. In China, the major eight enterprises such as Huawei, Tencent, China Mobile have a total demand of about 169,000internet talents this year. However, the major eight universities including Peking University and Shanghai Jiao Tong University can only provide about 14,900. The report also shows that emerging internet startups are in a fierce contest with established internet companies for these talents. Startups offer higher salaries to attract talents than the three major internet companies - Baidu, Alibaba and Tencent (BAT). The average salary in some new companies, including DiDi and Meituan, is higher than BAT by 21 percent, according to the report. Startups offer higher salaries to attract talents than the three major internet companies - Baidu, Alibaba and Tencent (BAT). The technical employers with one to three years' work experience in some new companies, including DiDi and Meituan, earn higher salaries than employees ofBAT by 21 percent, according to the report. ""In a world where the boundaries between the internet and traditional industry are blurring, companies need the best talent to keep on top of the game,"" said Yu Chengdong, CEO of Huawei's consumer business group."
0,"Beijing plans to carry out 11 projects focused on relocating noncapital functions such as education and medical care this year, according to the Beijing Municipal Commission of Housing and Urban-Rural Development. The construction of new campuses for four universities, including Beijing Technology and Business University and Beijing Film Academy, is accelerating, and the city expects to relocate 80,000 faculty members and students to suburban areas by 2022. In addition, by the end of this year Beijing plans to start building or relocating four hospital branches or medical colleges in its suburban areas, which are expected to add 2,200 hospital beds and lead to the relocation of 10,000 faculty members and students. Meanwhile, Beijing plans to enhance its urban governance through 14 projects on energy and garbage treatment facilities and 64 infrastructure projects. Public transportation takes up a major part of these projects. There will be 21 subway projects, including two subway extensions that will be completed and begin trial operations at the end of this year. The city will renovate infrastructure for buses as well as around 90 kilometers of underground utility tunnels. The construction or upgrading of several garbage treatment projects in the city will be finished this year, which will raise Beijing's daily treatment capacity for domestic garbage, sewage and other garbage on a large scale."
0,"Beijing will further curb pollution in air, water and soil this year, with more measures to be taken including stronger controls on diesel cargo vehicles, the municipal environmental authority said on Wednesday. Yu Jianhua, deputy director of the the Beijing Municipal Bureau of Ecology and Environment, said the city will work to cut annual and three-year average concentrations of PM 2.5, as well as improve water and soil quality to meet standards set for 2020 in a national plan. The latest data shows average concentration of PM2.5 - hazardous fine particles with a diameter less than 2.5 microns - has dropped to 51 micrograms per cubic meter in 2018, down 12.1 percent on a year-on-year basis. The average level of PM2.5 will continue to decline in 2019, Yu said. In 2019, the capital will phase out 300 manufacturing and pollution-intensive enterprises, and gradually replace diesel-powered vehicles with new energy ones, he said. According to data released by the bureau, vehicle exhaust emissions have been the major source of PM2.5, accounting for 45 percent of the total. In July 2018, the State Council released a three-year action plan to curb air pollution by 2020, aiming for 80 percent of days in major cities to have good air quality by 2020 on average, and the average PM2.5 concentration is expected to decrease by 18 percent from the level in 2015."
0,"What does the world look like through the eyes of a child? What do these young souls want to capture when they hold a camera? A yak standing near an emerald green lake? An old-fashioned barbershop, where hairdressers are busy serving their clients? The answers were all uncovered Sunday evening, in a white room with large windows surrounded by a small lake, elegantly designed flowers and pine trees. The venue, as a part of Luo Hong Art Museum, showed submissions for the 5th Dulwich Science Art Photo Competition, including winners' works for the year. The competition received more than 900 submissions from 11 Dulwich College International colleges and high schools, including entries from the founding school in London. Wild animals, plants and people were all the subjects featured in the submissions. Some young competitors don't have high tech cameras, yet were still able to capture beauty just the same.,Lauren Z, 14 and a student from Dulwich College Beijing, shot a view of Yulong Snow Mountain with her smart phone. Her work is a palette of blue and green, the essential shades of Mother Nature. ""I took this photo when my family traveled to Yunnan province last year. This is my first time to this place, and I stayed for one week,"" Lauren said. Young yet confident, Lauren smiles lightly in her school uniform, a clean white shirt and checkered pleated skirt. When asked if she ever highlighted the colors with digital tools, the young girl said the natural view is beautiful enough and the photo didn't need any polish. Compared to most of her peers in China, Lauren has more time to develop her interests due to the freedom and high-quality educational resources provided by the school.,The students' horizons were also largely broadened by social projects from the school. One winner from this year's competition, Scott J., took his winning photo during one such experience: A community service trip in Nepal. The 12-year-old boy, in grey shorts and a white shirt, is fluent in both Chinese and English. Born in Australia, he came to China at the age of 3 and has studied at Dulwich College Beijing for almost 10 years. Titled  his work features two children looking up into the sky with watery eyes. In black and white, the light and shade poetically highlight the sorrow and sadness of the two children as they wait for something. Another submission from the student also showed his natural gift for photography. He captured the light on frozen ice and named it  . With only two colors, black and gold, the shooting has a happy, festive air as the warm light shimmers opaquely.,Zheng H., one of the winners, presented a photo featuring a lighthouse on the Pearl River in Guangdong province. The work not only shows the contrasting beauty of blue and white, but also neat and clean concentric circles made by the lighthouse and its base. The 18-year-old student gave the photo a meaningful name —  . As the note on the photo says, ""The sea is not the end, it is the beginning of adventure. The lighthouse, the origin, the destination."" This kind of spirit is one of the traits that Dulwich College International tries to cultivate in their students through art and music education.,According to Simon Herbert, headmaster at Dulwich College Beijing, art is a part of the curriculum and a compulsory lesson for students aged 2 to 14. At 15, such lessons are optional, yet students are still encouraged by the school to continue learning art, music or drama, including performing and visual arts. ""We have a good number of students that take (art lessons) all the way through the age of 18. The art department is one of my favorites,"" Herbert said. Art pieces from the students were hung on the wall of Smile Angel Children's Hospital in Beijing. The theme for these works is ""miracles"", highlighting children's hopes and dreams. Herbert believes art education is essential during childhood, and this is the reason why the school makes it compulsory. ""Art is another window to the world. Art, music, drama and language are other ways to look at things. If you don't teach students such things, they will have no opportunity to think about the world creatively or in a different way."" Herbert added. In art education, the school works to encourage and protect each child's originality. ""We hope the students have the ability to find beauty in this world. Only when they have a spirit and mind to feel the beauty, can their works impress others,"" said Jing Yao, school development director at Dulwich College Beijing.,The submissions leave a strong impression on viewers, including the founder of Holiland, Luo Hong, an experienced photographer and the ambassador for this year's competition. Luo came to the Dulwich Science Art Photo Competition award ceremony after a month of shooting in Chile, and was amazed by the children's photography. ""From these excellent works, I can see the effort made by Dulwich College International in children's education. There are many differences between the way children and adults take photos. An adult may take a photo from a very serious and professional perspective, yet children will not do such things. But the young people's ability to capture beauty is as strong as the adults,"" Luo told China Daily website.,Luo himself fell in love with photography at an early age. ""I was overwhelmed by the camera, which can transform an instant to an eternity,"" Luo said. Though Luo studied photography at first, his passion for beautiful things encouraged him to make cakes that were works of art, as he couldn't find one he liked when celebrating his mother's birthday. Holiland, China's leading bakery, was then founded on this simple and pure wish. Due to the passion of its founder, the brand has produced many exquisite cakes as beautiful as art. The business didn't stop Luo from becoming a professional photographer. He went to Africa to shoot 45 times, encountering many dangers and almost losing his life in a serious helicopter accident.,However, he escaped death and lived more confidently after the accident. Luo became the first Chinese person to hold a solo nature photo exhibition at the New York headquarters of the United Nations. He also established an art museum in the Shunyi district in Beijing. The museum, surrounded by a lake with black swans and mist, looks like an image directly out of a fairy tale. The colorful flowers are planted in a poetic way, as if they grew up naturally in the wild, rather than being nurtured by men. ""I once saw a similarly beautiful view in nature, and I asked the designer to replicate it at the museum,"" Luo said. Soon he will go to Africa again to capture even more of nature's beauty. ""My sons are taking care of the business now. They said I was given a pair of eyes to capture beautiful things. So I will go on taking photos,"" Luo added, smiling. Christian Guertler, CEO of Dulwich College International, praised Luo as a great example for students. ""First, he is a successful entrepreneur, and I wish all of our students are able to become as successful as he has. Second, he is a designer - if you look around here (the museum), there are a lot of his inspirations,"" Guertler said."
1,"Haidilao, China's biggest hotpot restaurant chain, recently unveiled its first smart hotpot restaurant in Beijing. The kitchen, equipped with two rows of robotic arms, can automatically collect pre-packaged dishes from a cold storage. According to Haidilao, the whole process, from placing an order to delivering food to customers, only takes two minutes in ideal condition. Founded in Sichuan province by former tractor factory worker Zhang Yong 24 years ago, Haidilao now has 362 outlets in the country, as well as outlets in Singapore, Japan, South Korea and the US. Haidilao plans open two more smart hotpot restaurants in Beijing next year."
0,"BEIJING -- Beijing will launch three rail lines, including a driverless subway, on Saturday, the municipal transport commission announced Friday. Located in Beijing's southwest suburbs, the Yanfang Line is China's first fully domestically developed automated subway. It has nine stations on its 14.4-km main line, linking the areas of Yanshan and Fangshan. The line is expected to carry 70,000 passengers daily. Also to start operating Saturday is the 10.2-km Line S1, Beijing's first medium-low speed maglev line. It connects the western suburban districts of Mentougou and Shijingshan. The third is the 9-km West Suburb Line connecting tourist spots such as the Summer Palace and the Fragrant Hills in northwest Beijing. After the launch, Beijing will have 22 metro rail lines spanning 608 km."
0,"Wang Daheng, male, Han nationality,was born in Tokyo, Japan,on Feb 26, 1915 and was one of the founders of applied optical science and technology in China. Wang graduated from the department of Physics in Tsinghua University in 1940 and went abroad to study Applied Optics in Britain, where he got his master's degree. In 1942, he became the assistant researcher of Birmingham Company of Britain. He came back to China in 1948. Wang made outstanding contributions to developing China's precision optical instruments, including the country's first electronic microscope and first laser device. His endeavor in developing China's laser-triggered nuclear fusion technology earned him the Distinguished Medal for China's atomic bomb, hydrogen bomb and man-made satellite projects. The scientist's expertise in optics also helped build the crystal coffin of late Chairman  which was installed at the Chairman Mao Memorial Hall in Beijing. Wang also contributed to proposing China's 863 Program, a program funded by the central government to develop advanced technologies for the country's major construction projects and national defense. Wang was an academician of the Chinese Academy of Sciences, Chinese Academy of Engineering, and International Academy of Astronautics. Wang died on July 21, 2011 at the age of 96 in Beijing."
0,"The Beijing municipal government is taking efforts to build a safe, convenient, efficient, green and economic transportation system.  Attaching great importance to solving traffic jams, the capital aims to improve citizens' satisfaction, according to Zhou Zhengyu, the director of the Beijing Municipal Commission of Transport.  Beijing has introduced controls on its population size, transferred some function of capital, optimized the jobhousing balance and reduced commuting distances in order to ease traffic pressure in the last five years, Zhou said.  The municipal government has made financing plans for railways, urban roads and highways, with investment in transportation infrastructure totaling 340 billion yuan ($49.8 billion) between 2012 and 2016. This accounted for 13 percent of fixed-asset investment in Beijing in the period. Public transportation investment accounts for 75 percent of Beijing's total transportation infrastructure investment.  With the support of investment, the capital has accelerated the construction of transportation infrastructure to upgrade capacity.  The length of the urban rail network increased from 372 kilometers to 574 km from 2012 to 2016. During the same period, the city's road length increased from 6,258 km to 6,374 km, with highways extending from 912 km to 1,014 km and bus lanes increasing from 604 km to 845 km.  Green commuting - traveling by bike or public transport - is becoming increasingly popular, according to BMCT.  The Beijing-Tianjin-Hebei coordinated development strategy is promoting traffic integration, according to Zhou.  The Beijing-Zhangjiakou high-speed railway is a key project for solving the problem of northwest commuting and enhancing the integration of Beijing, Tianjin and Hebei, Zhou added.  It will promote coordinated development and support Winter Olympic traffic, because roads linking Beijing and Zhangjiakou - the two co-hosts of the 2022 Winter Olympics - play a major role in transportation between the two cities.  Construction of the Beijing-Bazhou high-speed railway, a key link for the capital's new airport and Xiongan New Area, Hebei province, is planned to kick off in 2020.  The 698-km Beijing-Shenyang high-speed railway starts at Xinghuo Railway Station in Beijing and connects Chengde in Hebei province with Chaoyang and Fuxing in Liaoning province, before eventually reaching Shenyang.  In addition, the one-card-pass project of Beijing, Tianjin and Hebei province, covering 1,011 downtown bus routes and 122 suburb bus routes, makes traffic integration more effective, according to officials.  The Beijing-Kunming Highway, national road 111, Beijing-Taipei expressway and other projects have been put into use, accelerating the connectivity of the regional road network, Zhou said.  These projects will help to relieve the strain on Beijing's non-capital functions to promote the adjustment of the city layout and spacial structure, and to build a modern transportation network with low cost and huge capacity, according to a senior municipal official.  Priority will be given to public transport, which can improve green travel efficiently. Around 850 km of bus lanes, four Bus Rapid Transit lines and 140 direct lines will form a metro-bus public transit system in Beijing, Zhou said."
1,"Total soybean exports from the United States to China would fall at least 20 percent for the 2017-18 marketing year, compared to a historic record of 36 million metric tons last marketing year, if the trade dispute between China and US cannot be solved in a timely manner. Zhang Xiaoping, country director for China at the US Soybean Export Council, said current trade tensions have already pushed Chinese importers to turn elsewhere for soybean supplies, although US soybeans are competitive in both price and quality. ""US farmers believe the right strategy to solve trade imbalances should be to further expand trade instead of restrictive measures such as punitive tariffs. So they have been making an effort to support all policies aimed at expanding trade,"" he said. As the US is expected to increase its sales of soybean and soy products to other markets, total US soybean exports for this year would decrease only by 5 percent, according to the USSEC. ""Because soybean trade between China and the US has been beneficial to Chinese crushers, feed millers, animal producers and US farmers, any trade restrictions will damage the industries in both countries. We don’t think it reasonable or worthwhile for any policies to hurt ones' own interests,"" Zhang said. He added soybean trade between the two countries will be further expanded in the long run, and expanding soy trade can effectively help solve the trade imbalance issue in the short run. ""We hope the two countries will realize the importance of soybean trade to both economies and find the solution to the current trade dispute."" China has other options to seek new soybean sellers from other markets such as Brazil and Argentina, although the US holds some advantages when it comes to price and sophisticated distribution systems for delivery. ""US soybeans are of decent quality in terms of digestible amino acids for better animal performance and more efficient animal production, which makes the US a competitive supplier of soybeans,"" said Li Hanping, a professor at Shenyang Agricultural University in Liaoning province. Soybeans are grown in 29 states in the US, where about 55 percent of its soybean production is exported. Chinese farmers currently plant non-genetically modified varieties, and their per-hectare production is about half that of genetically modified ones grown in the US, Brazil and Argentina. It is difficult to increase China's soybean output within a short period, because farmers in the Northeast cannot get more land or convert land grown for other yields such as corn and rice. ""With rising farming equipment prices and limited arable land, the cost of raising domestic output is fairly high,"" said Ding Lixin, a researcher at the Chinese Academy of Agricultural Sciences in Beijing."
0,"A child from a poverty-stricken, mountainous part of southwestern China who gained online fame last year as the ""snowflake boy"" has moved into a new house and is embracing a new life. Wang Fuman, from rural Ludian, Yunnan province, attracted nationwide attention a year ago after photos showing his ice-covered hair after a walk to school went viral online. Fuman, 9, and his family moved into a new house in June, and he is now living with his elder sister, mother and an ailing grandmother. His father, Wang Gangkui, works at a construction site in Kunming, the provincial capital. The family received donations from all over the country after Fuman became an internet sensation. He and his sister visited Beijing last winter at the invitation of People's Public Security University of China, with the trip organized by China Construction Third Engineering Bureau. Even though family members underwent trials last year, Wang said his son hasn't been too much affected. ""Fuman performs well in school and is currently preparing for his final exam,"" Wang said. ""His classmates are all treating him as well as usual."" The many firsts Fuman experienced last year included being an internet sensation, flying in an airplane, going to the national capital and appearing on television. Before his fame, Fuman dreamed of becoming a policeman. After seeing the differences between a big city and his mountain home, he still has that ambition. ""I appreciate those warmhearted people who helped us,"" the Grade 4 student said. ""I will study hard and go out of the mountains on my own to repay them."" His father added: ""I contact him and other family members every week by phone, and he also shares his school life with me. Fuman and his sister often talk about how wonderful Beijing is, so I still need to work harder to offer my children a good life, even though many warmhearted people have given us a lot of help."" Kunming is more than 400 kilometers from Ludian, and Wang returned home only three times last year. His next visit is scheduled for next month's Spring Festival. The new house has left the family several tens of thousands of yuan in debt, but Wang said it will be paid off in two years to three years. He now earns 3,000 to 4,000 yuan ($440 to $585) a month, in a job that China Construction Third Engineering Bureau helped him find. Concerned that the contrast between his hometown and the outside world would affect Fuman, teachers at Zhuanshanbao Primary School gave him special guidance after his return from Beijing, deputy headmaster Fu Heng told people.cn. Heating equipment was installed last year in the school's classrooms and new dormitories, with the help of the local government and outside donations. Fuman and more than 70 other students stay in the new dormitories four nights a week to avoid early morning walks to school in freezing temperatures. ""My son goes to school every Monday, and leaves school on Friday,"" Wang said. ""The school also covers his living expenses, so I feel reassured about his school life."" Fu said society's warm response had let the students experience the beauty of the world, and many now want to venture out of the mountains. ""The seed of a dream has been planted,"" he said. ""We have full expectations for the future."""
0,"BEIJING — China's Ministry of Culture and Tourism on Monday detailed cases of online companies punished for illegal operations, including imitating Communist classics and heroes, producing gambling games, and hosting illegal performances. The ministry said that in one of the typical cases, police in southwest China's Sichuan Province issued a warning and imposed heavy fines on a company in the provincial capital of Chengdu, which made videos that spoofed Communist classics and heroes. Five video platforms in Beijing, South China's Guangdong province and East China's Fujian province were fined for spreading the videos, according to the ministry. Police in Beijing, Tianjin and Chongqing municipalities have fined three companies for providing and spreading gambling games online, said the ministry. In Guangdong and Fujian, another three companies were fined for hosting online performances with sexual, unethical, or gambling-related content."
1,"China will develop a new area in the northern region parallel to the Shenzhen Special Economic Zone in the south and the Shanghai Pudong New Area in the east to serve as another economic engine and advance the coordinated development of the Beijing-Tianjin-Hebei region. The establishment of the Xiongan New Area in Hebei province is a ""major historic and strategic choice made by the Communist Party of China Central Committee with Comrade Xi Jinping as the core,"" said a circular issued by the CPC Central Committee and the State Council on Saturday. ""It (the decision to set up the new area) is a strategy crucial for a millennium to come,"" the circular said. The area, about 100 km southwest of downtown Beijing, will span three counties that sit at the center of the triangular area formed by Beijing, Tianjin, and Hebei's provincial capital Shijiazhuang. The area features geological advantages, convenient transportation, an excellent ecological environment, ample resources and lots of room for development, according to the circular. The move will help phase out functions from Beijing that are not related to the capital, explore a new model of optimized development in densely populated areas and restructure the urban layout in the Beijing-Tianjin-Hebei region, the circular said. President Xi, who is also general secretary of the CPC Central Committee, has said that priority should be given to developing an area to pool noncapital functions that will be shifted from Beijing. He has ordered that a modern urban district be built at a suitable location in Hebei, guided by new development concepts. During an inspection tour to Hebei on Feb 23, Xi called for ""world vision, international standards, Chinese characteristics and high goals"" in the planning and construction of the new area. He called for efforts to build Xiongan into ""a demonstration area for innovative development"". The area should prioritize ecological protection and improve people's well-being as well as protect and carry forward Chinese traditional culture, he said. Zhao Kezhi, Party chief of Hebei, said on Saturday that the development of such a new area is a historic project that will push forward the integration of the Beijing-Tianjin-Hebei region and accelerate the social and economic growth of Hebei. Zhao required careful planning of the area. ""Construction should not begin until every inch of the area is clearly planned,"" he told senior officials in Hebei. Experts said that the new area bears the double task of becoming a growth pole in northern China and helping cure severe ""urban ills"", such as traffic congestion and air pollution in Beijing. ""The new area, together with Beijing and Tianjin, will form a world-class city cluster, and drive the entire economic growth in northern China,"" said Xing Tianhe, head of the Urban Planning Association of Hebei. He said the area, which is now comparatively less developed, offers plenty of room for urban planning and construction. The area is also home to Baiyangdian, northern China's largest freshwater wetland, so it boasts sound environment conditions. Li Guoping, head of Peking University's Beijing Development Institute, said the new area will be the place where Beijing's noncapital functions will be redistributed to. China Daily — Xinhua"
0,"The China Association of Performing Arts Committee has launched a branch that will be dedicated to traditional Chinese opera. About 30 troupes from around the country, including the National Peking Opera Company, the Northern Kunqu Opera Theater and Xi'an Qinqiang Opera Company, recently gathered in Beijing to mark the setting up of the China Association of Performing Arts Committee of Chinese Opera with the aim of reviving public interest in the old art form. According to Zhu Kening, president of the China Association of Performing Arts, the new body will focus on promoting traditional Chinese opera in new ways－making the art form accessible to audiences through the internet, offering such platforms as conferences and forums for the troupes to communicate and providing better theater management. There are about 400 types of traditional Chinese opera. Most of them have been listed as national intangible cultural heritage. ""Despite government efforts, such old art forms can't be popularized unless the opera troupes explore new ways to add a contemporary touch,"" says Zhu. ""Technology,－for example, livestreaming－can help in this regard."" Before contemporary entertainment like cinema, television and computer games became popular in the country, Chinese audiences went to theaters to watch traditional opera shows. The culture of each region, such as dialect, gave birth to a variety of traditional operas. ""The new committee will bring artists of different Chinese operas together annually to share ideas about getting into the cultural mainstream,"" says Zhu.,One of the new committee's initiators is Lyu Guliang, a media guru who launched his company, We Play (Beijing) Cultural Industry Investment and Management Ltd, two years ago. His company has taken Chinese opera artists to perform abroad. ""Traditional Chinese opera is a vibrant and centuries-old tradition that showcases the essence of Chinese culture. But it is losing in the market because the way entertainment is consumed has changed. We are trying to change that idea,"" says Lyu. Lyu's company has produced promotional videos, starring pop stars and Chinese opera artists. The first video, which went online on Wednesday, features pop icon Lu Han and Peking Opera actress Yuan Huiqin. Lyu says a series of live performances will be held and traditional opera films shown in Beijing throughout next year. ""If you look at the past 10 years in the development of traditional opera troupes, we have experienced a good time,"" says Li Jianshu, director of Yuju Opera Company of Henan province. There are 164 government-supported Yuju Opera troupes and 1,437 private troupes in Henan, he says. About two years ago, Li initiated the idea of gathering those troupes together annually to share new productions and ideas about developing Yuju Opera. He says the internet is the main force for interacting and connecting with audiences. The fourth Yuju Opera Festival, which was held at Henan Poly Art Center in August, attracted more than 500 million viewers online. Promoting Chinese culture and boosting confidence in it were outlined by President Xi Jinping in his report to the 19th National Congress of the Communist Party of China in October."
0,"BEIJING -- President Xi Jinping on Sunday sent a congratulatory message on the holding of the 32nd African Union (AU) summit in the Ethiopian capital of Addis Ababa. Calling the AU a banner of unity and strength, Xi said that since last year, under the leadership of AU, African integration process has made significant progress, African countries have continued to speak in one voice on major international and regional issues and Africa's global influence has increasingly grown. ""I warmly congratulate the AU on the progress and sincerely wish that it will continue to unite and lead African countries towards new and greater achievements,"" Xi said. Xi stressed that in September last year, the Beijing Summit of the Forum on China-Africa Cooperation (FOCAC) was a huge success, during which he joined hands with leaders of the African countries and the AU to draw a blueprint for the development of China-Africa relations. China is willing to work with Africa to implement the FOCAC Beijing Summit outcomes, promoting the alignment of the joint construction of the Belt and Road with the implementation of the AU Agenda 2063, the UN 2030 Sustainable Development Agenda as well as other development strategies of African countries, Xi said. By doing so, the two sides will build a closer China-Africa community to contribute more to the building of a community with a shared future for mankind, Xi added."
0,"A minisatellite designed and assembled by a Chinese space startup, Commsat Technology Development Co, blasted off on Friday afternoon, which the designers say will enable thousands of students to track and help control the spacecraft. The 3-kilogram CubeSat, named Young Pioneer I, was launched atop a Long March 2D carrier rocket from Jiuquan Satellite Launch Center in northwestern China along with six other satellites. The miniature spacecraft has a designed life span of a year in a sun-synchronous orbit and when its batteries are expended, it will burn up on re-entry into the atmosphere, said Xie Tao, founder and CEO of Commsat. He said the satellite has equipment to take pictures and allow students access to long distance communication technology. The satellite was part of the China Youngster Minisatellite Project initiated by the China Soong Ching Ling Foundation, China Association for Science and Technology and the Chinese Society of Education. The project aims to popularize astronomical sciences among youth. To help students study astronomy and track the minisatellite, a main ground station was built at the China Soong Ching Ling Science and Culture Center for Young People in Beijing. Some 10 substations have been established in schools across the country, including Beijing No 4 High School and Wenchang Middle School in Wenchang, Hainan province - seat of China's southernmost satellite launch center, the company said. All the ground stations, converted from science labs, are managed by teachers who received training from the company. Schools pay for the training sessions for teachers and students, station equipment and teaching aids such as actual size CubeSat models, it said. The minisatellite also carries commercial projects, such as testing technology in space. Peng Yuanyuan, co-founder and chief operating officer of Commsat, said schools with such ground stations can offer courses that popularize knowledge about satellite tracking and control. ""The course could stimulate students' interest,"" she said. Tan Lichuan, who teaches sciences at Wenchang Middle School, said the program also fosters students' ability to figure things out for themselves and promotes a positive perception of engineering. ""It supplements classroom education and offers them more learning opportunities,"" he said. In 2016, Bayi Youngsters 'Expedition - Chinese teenagers' first satellite - was developed by Beijing's Bayi School with help from scientists."
1,"Hamid Dehgh, from Iran, has been running a silk scarf business in Yiwu for 14 years.  In 2007, Dehgh and his wife, a Chinese woman, established a trading company, the first one founded by a foreigner with import-export rights in the city. After 10 years of development, their company has branches in Beijing, Shanghai and Guangzhou, and expanded the business to other cities in Asia, Europe and North America.  Dehgh speaks fluent Chinese and is proud to be a local in Yiwu. Now, the man's family is settling down in the city, and his daughter studies at a local middle school.  When the 52-year-old Iranian businessman isn't working, he likes fishing and car racing. He said fishing trains his willpower, and car racing reminds him to follow China's quick development.  Today, over 1.8 million commodities are exported from Yiwu to 219 countries and regions in the world. According to the Yiwu Public Security Bureau's Exit-Entry Administration Bureau, 15,000 foreigners from more than 100 countries and regions live in the city."
1,"BEIJING - Premier Li Keqiang will attend the Summer Davos Forum in Northeast China's Dalian from June 26 to 28, Foreign Ministry spokesperson Geng Shuang announced Wednesday at a daily press briefing.  Li will address the opening ceremony, hold talks with leaders from countries including Finland and Sweden, meet some forum participants, and exchange views with representatives from fields such as business, finance, think tanks, and media outlets, Geng said.  This year's forum carries the theme ""Achieving Inclusive Growth in the Fourth Industrial Revolution."" Around 1,500 politicians, officials,entrepreneurs, scholars, and media representatives from over 90 countries and regions will attend.  The annual event is held alternatively in the Chinese cities of Tianjin and Dalian."
0,", aminiature version of the city with landmarks such as the Great Wall, done with 3D-models, projection mappings and holograms and over 6,000 miniature mannequin from all walks of life, with vivid facial expressions,will open in early September, showcasing the city's history and culture since the Yuan Dynasty (1271-1368). Visitors to the display, located on the historical Qianmen Street, can also enjoyinteractive experiences, where two persons can compete using two miniature horses. The display, owned by the United Kingdom-based Merlin Entertainments plc, is the second Little Big City project, besides the one in Berlin, Germany, which opened last summer.,""The attraction mainly targets families. And children can learn about Beijing's social customs, culture and history in an interactive way,"" says Wang Rui, the general manager of Little Big City Beijing. She says guests have to observe carefully to identify miniature mannequins, such as Emperor Qianlong in Qing Dynasty (1644-1911) and poet Xu Zhimo (1897-1931). ""We also try to make it fun. And Among different scenes, you will see mischievous monkeys on the street, children riding pigs and two persons quarreling. """
0,"China is developing driverless high-speed trains which could be used on the Beijing-Zhangjiakou railway line, under construction for the Beijing Winter Olympics in 2022, the chief engineer of the country's railway operator said. The development of the country's high-speed trains is toward smart driverless ones, said He Huawu, chief engineer State-owned China Railway Corp, at a railway exhibition in Shanghai on Thursday. He said China has developed into a leading player in high-speed railways worldwide, and he has noticed ""drivers are very nervous while driving high-speed trains, because of the safety concern."" Therefore, smart driverless high-speed trains have been on the agenda, He said, and the change will make travels much safer and arrive on time more frequently. People might hold concerns about the safety of the driverless high-speed trains running hundreds of kilometers in much more complex environments than subway trains, which only run tens of kilometers, He said. One solution is to ensure the train is mainly controlled by a smart machine, but with a driver still on duty, He said. The next step of the country's high-speed railway development is to employ smart driverless high-speed trains, He said. Researchers are verifying the possibility of driverless trains on the high-speed railway from Beijing to Zhangjiakou, He said, striving to run such trains during the Beijing Winter Olympics in 2022. Being more economical, efficient, sustainable, greener and safer are the keys to China's future railway development, He said. In September, China has made use of subway train driverless technology on the 16.6-km Yanfang Line in Beijing, the Chinese mainland's first driverless subway made domestically."
1,"World attention is being drawn to the possibility of a meeting of representatives from the world's two largest economies at the World Economic Forum annual meeting at Davos, Switzerland next week. With concerns over trade protectionism and anti-globalization swirling, there are signs that the Chinese delegation could meet on the sidelines with the transition team of US president-elect Donald Trump. Such a meeting could help narrow positions on trade and sensitive political issues, observers said. Uncertainty over those positions has rocked Asia-Pacific nations that would be the most affected by a trade war or a security conflict, they said. President Xi Jinping will lead the Chinese delegation to Switzerland for a state visit from Sunday to Wednesday. On Tuesday, he will become the first top Chinese leader to attend the Davos meeting. Given that Trump will take office on Jan 20, ""someone from the transition team representing the new administration"" will attend the forum, Klaus Schwab, forum executive chairman, said on Tuesday. It remains unclear who that would be. Asked whether a Trump representative would meet with the Chinese delegation at Davos, Vice-Foreign Minister Li Baodong said on Wednesday at a news briefing on Xi's trip that ""there are open channels of communication"" between Beijing and Trump's team. Beijing is willing to arrange meetings with various parties if time permits on the sidelines of the Davos forum, so ""the relevant two-way meetings are being discussed"", Li said, without directly confirming a meeting with the Trump team. Also on Wednesday, Vice-Foreign Minister Liu Zhenmin said Beijing hopes that ""the US respects China's interests and concerns in the Asia-Pacific region"", adding that China is ""willing to maintain contacts with the new US administration over Asia-Pacific affairs and discuss cooperation"". Security in the Asia-Pacific cannot be maintained by the US alone as it requires joint efforts by all countries, particularly the major countries, Liu said at a news conference. Shi Yinhong, a professor of international relations at Renmin University of China in Beijing, said if the Davos meeting happens, Trump's envoy might press Beijing on financial issues and the Taiwan question. Zhong Feiteng, a researcher on Asia-Pacific studies at the Chinese Academy of Social Sciences, said that China may ask the new Cabinet to be cautious on trade policies, and attention will be given to the Taiwan question and the South China Sea issue to prevent a deteriorating regional security situation. Zhang Yansheng, secretary-general of the National Development and Reform Commission's Academic Committee, said Trump's team is advocating anti-globalization measures and trade protectionism to try to gain an advantage for the US. Trump's team said secretary of state nominee Rex Tillerson would knock China's islands construction program in the South China Sea and its policies on Pyongyang's nuclear program, Reuters reported. Tillerson's confirmation hearing was held on Wednesday."
